   3  -1  -1   18.08
   3  -1   1   18.08
   3   1  -1   18.08
   3   1   1   18.08
  -2  -2  -2   24.72
  -2  -2   2   24.72
  -2   2  -2   24.72
  -2   2   2   24.72
   2  -2  -2   24.72
   2  -2   2   24.72
   2   2  -2   24.72
   2   2   2   24.72
   0  -1  -3   15.56
   0  -1   3   15.56
   0   1  -3   15.56
   0   1   3   15.56
  -1  -4  -1   20.90
  -1  -4   1   20.90
  -1   4  -1   20.90
  -1   4   1   20.90
   1  -4  -1   20.90
   1  -4   1   20.90
   1   4  -1   20.90
   1   4   1   20.90
  -3  -2   0    0.00
  -3   2   0    0.00
   3  -2   0    0.00
   3   2   0    0.00
  -1   0  -3   10.68
  -1   0   3   10.68
   1   0  -3   10.68
   1   0   3   10.68
  -1  -1  -3    9.38
  -1  -1   3    9.38
  -1   1  -3    9.38
  -1   1   3    9.38
   1  -1  -3    9.38
   1  -1   3    9.38
   1   1  -3    9.38
   1   1   3    9.38
  -3  -2  -1   14.62
  -3  -2   1   14.62
  -3   2  -1   14.62
  -3   2   1   14.62
   3  -2  -1   14.62
   3  -2   1   14.62
   3   2  -1   14.62
   3   2   1   14.62
   0  -2  -3    0.00
   0  -2   3    0.00
   0   2  -3    0.00
   0   2   3    0.00
  -2  -4   0   26.71
  -2   4   0   26.71
   2  -4   0   26.71
   2   4   0   26.71
  -1  -2  -3   33.48
  -1  -2   3   33.48
  -1   2  -3   33.48
  -1   2   3   33.48
   1  -2  -3   33.48
   1  -2   3   33.48
   1   2  -3   33.48
   1   2   3   33.48
   0  -4  -2   15.28
   0  -4   2   15.28
   0   4  -2   15.28
   0   4   2   15.28
  -3   0  -2    1.64
  -3   0   2    1.64
   3   0  -2    1.64
   3   0   2    1.64
  -2  -3  -2   10.43
  -2  -3   2   10.43
  -2   3  -2   10.43
  -2   3   2   10.43
   2  -3  -2   10.43
   2  -3   2   10.43
   2   3  -2   10.43
   2   3   2   10.43
   0  -5   0    0.00
   0   5   0    0.00
  -3  -3   0    0.00
  -3   3   0    0.00
   3  -3   0    0.00
   3   3   0    0.00
  -2  -4  -1    3.85
  -2  -4   1    3.85
  -2   4  -1    3.85
  -2   4   1    3.85
   2  -4  -1    3.85
   2  -4   1    3.85
   2   4  -1    3.85
   2   4   1    3.85
  -3  -1  -2    3.50
  -3  -1   2    3.50
  -3   1  -2    3.50
  -3   1   2    3.50
   3  -1  -2    3.50
   3  -1   2    3.50
   3   1  -2    3.50
   3   1   2    3.50
  -2   0  -3   16.16
  -2   0   3   16.16
   2   0  -3   16.16
   2   0   3   16.16
  -1  -4  -2    5.47
  -1  -4   2    5.47
  -1   4  -2    5.47
  -1   4   2    5.47
   1  -4  -2    5.47
   1  -4   2    5.47
   1   4  -2    5.47
   1   4   2    5.47
  -2  -1  -3    5.16
  -2  -1   3    5.16
  -2   1  -3    5.16
  -2   1   3    5.16
   2  -1  -3    5.16
   2  -1   3    5.16
   2   1  -3    5.16
   2   1   3    5.16
  -1  -5   0    0.00
  -1   5   0    0.00
   1  -5   0    0.00
   1   5   0    0.00
   0  -5  -1   16.68
   0  -5   1   16.68
   0   5  -1   16.68
   0   5   1   16.68
  -3  -3  -1    6.50
  -3  -3   1    6.50
  -3   3  -1    6.50
  -3   3   1    6.50
   3  -3  -1    6.50
   3  -3   1    6.50
   3   3  -1    6.50
   3   3   1    6.50
   0  -3  -3    0.74
   0  -3   3    0.74
   0   3  -3    0.74
   0   3   3    0.74
  -3  -2  -2   15.59
  -3  -2   2   15.59
  -3   2  -2   15.59
  -3   2   2   15.59
   3  -2  -2   15.59
   3  -2   2   15.59
   3   2  -2   15.59
   3   2   2   15.59
  -4   0   0   17.67
   4   0   0   17.67
  -1  -5  -1    5.10
  -1  -5   1    5.10
  -1   5  -1    5.10
  -1   5   1    5.10
   1  -5  -1    5.10
   1  -5   1    5.10
   1   5  -1    5.10
   1   5   1    5.10
  -1  -3  -3   22.20
  -1  -3   3   22.20
  -1   3  -3   22.20
  -1   3   3   22.20
   1  -3  -3   22.20
   1  -3   3   22.20
   1   3  -3   22.20
   1   3   3   22.20
  -2  -2  -3    0.13
  -2  -2   3    0.13
  -2   2  -3    0.13
  -2   2   3    0.13
   2  -2  -3    0.13
   2  -2   3    0.13
   2   2  -3    0.13
   2   2   3    0.13
  -4  -1   0    0.51
  -4   1   0    0.51
   4  -1   0    0.51
   4   1   0    0.51
  -4   0  -1   33.19
  -4   0   1   33.19
   4   0  -1   33.19
   4   0   1   33.19
  -2  -4  -2   12.14
  -2  -4   2   12.14
  -2   4  -2   12.14
  -2   4   2   12.14
   2  -4  -2   12.14
   2  -4   2   12.14
   2   4  -2   12.14
   2   4   2   12.14
  -4  -1  -1    3.44
  -4  -1   1    3.44
  -4   1  -1    3.44
  -4   1   1    3.44
   4  -1  -1    3.44
   4  -1   1    3.44
   4   1  -1    3.44
   4   1   1    3.44
  -3  -4   0    0.00
  -3   4   0    0.00
   3  -4   0    0.00
   3   4   0    0.00
  -2  -5   0   23.08
  -2   5   0   23.08
   2  -5   0   23.08
   2   5   0   23.08
   0   0  -4    1.01
   0   0   4    1.01
  -4  -2   0    4.54
  -4   2   0    4.54
   4  -2   0    4.54
   4   2   0    4.54
   0  -5  -2    0.00
   0  -5   2    0.00
   0   5  -2    0.00
   0   5   2    0.00
  -3  -3  -2   22.71
  -3  -3   2   22.71
  -3   3  -2   22.71
  -3   3   2   22.71
   3  -3  -2   22.71
   3  -3   2   22.71
   3   3  -2   22.71
   3   3   2   22.71
   0  -1  -4    0.00
   0  -1   4    0.00
   0   1  -4    0.00
   0   1   4    0.00
  -3  -4  -1   14.44
  -3  -4   1   14.44
  -3   4  -1   14.44
  -3   4   1   14.44
   3  -4  -1   14.44
   3  -4   1   14.44
   3   4  -1   14.44
   3   4   1   14.44
  -2  -5  -1   23.39
  -2  -5   1   23.39
  -2   5  -1   23.39
  -2   5   1   23.39
   2  -5  -1   23.39
   2  -5   1   23.39
   2   5  -1   23.39
   2   5   1   23.39
   0  -4  -3    0.00
   0  -4   3    0.00
   0   4  -3    0.00
   0   4   3    0.00
  -1   0  -4   22.47
  -1   0   4   22.47
   1   0  -4   22.47
   1   0   4   22.47
  -3   0  -3   17.80
  -3   0   3   17.80
   3   0  -3   17.80
   3   0   3   17.80
  -2  -3  -3   15.13
  -2  -3   3   15.13
  -2   3  -3   15.13
  -2   3   3   15.13
   2  -3  -3   15.13
   2  -3   3   15.13
   2   3  -3   15.13
   2   3   3   15.13
  -4  -2  -1    9.38
  -4  -2   1    9.38
  -4   2  -1    9.38
  -4   2   1    9.38
   4  -2  -1    9.38
   4  -2   1    9.38
   4   2  -1    9.38
   4   2   1    9.38
  -1  -5  -2   17.36
  -1  -5   2   17.36
  -1   5  -2   17.36
  -1   5   2   17.36
   1  -5  -2   17.36
   1  -5   2   17.36
   1   5  -2   17.36
   1   5   2   17.36
  -1  -1  -4    1.91
  -1  -1   4    1.91
  -1   1  -4    1.91
  -1   1   4    1.91
   1  -1  -4    1.91
   1  -1   4    1.91
   1   1  -4    1.91
   1   1   4    1.91
  -3  -1  -3    8.83
  -3  -1   3    8.83
  -3   1  -3    8.83
  -3   1   3    8.83
   3  -1  -3    8.83
   3  -1   3    8.83
   3   1  -3    8.83
   3   1   3    8.83
   0  -6   0   19.27
   0   6   0   19.27
  -1  -4  -3    0.52
  -1  -4   3    0.52
  -1   4  -3    0.52
  -1   4   3    0.52
   1  -4  -3    0.52
   1  -4   3    0.52
   1   4  -3    0.52
   1   4   3    0.52
   0  -2  -4   20.41
   0  -2   4   20.41
   0   2  -4   20.41
   0   2   4   20.41
  -4   0  -2    5.86
  -4   0   2    5.86
   4   0  -2    5.86
   4   0   2    5.86
  -4  -3   0   31.70
  -4   3   0   31.70
   4  -3   0   31.70
   4   3   0   31.70
  -4  -1  -2    6.65
  -4  -1   2    6.65
  -4   1  -2    6.65
  -4   1   2    6.65
   4  -1  -2    6.65
   4  -1   2    6.65
   4   1  -2    6.65
   4   1   2    6.65
  -1  -6   0    0.00
  -1   6   0    0.00
   1  -6   0    0.00
   1   6   0    0.00
   0  -6  -1    0.00
   0  -6   1    0.00
   0   6  -1    0.00
   0   6   1    0.00
  -1  -2  -4   16.42
  -1  -2   4   16.42
  -1   2  -4   16.42
  -1   2   4   16.42
   1  -2  -4   16.42
   1  -2   4   16.42
   1   2  -4   16.42
   1   2   4   16.42
  -3  -2  -3    2.42
  -3  -2   3    2.42
  -3   2  -3    2.42
  -3   2   3    2.42
   3  -2  -3    2.42
   3  -2   3    2.42
   3   2  -3    2.42
   3   2   3    2.42
  -4  -3  -1    5.14
  -4  -3   1    5.14
  -4   3  -1    5.14
  -4   3   1    5.14
   4  -3  -1    5.14
   4  -3   1    5.14
   4   3  -1    5.14
   4   3   1    5.14
  -2   0  -4    4.71
  -2   0   4    4.71
   2   0  -4    4.71
   2   0   4    4.71
  -1  -6  -1    0.43
  -1  -6   1    0.43
  -1   6  -1    0.43
  -1   6   1    0.43
   1  -6  -1    0.43
   1  -6   1    0.43
   1   6  -1    0.43
   1   6   1    0.43
  -3  -4  -2    7.51
  -3  -4   2    7.51
  -3   4  -2    7.51
  -3   4   2    7.51
   3  -4  -2    7.51
   3  -4   2    7.51
   3   4  -2    7.51
   3   4   2    7.51
  -2  -5  -2    9.87
  -2  -5   2    9.87
  -2   5  -2    9.87
  -2   5   2    9.87
   2  -5  -2    9.87
   2  -5   2    9.87
   2   5  -2    9.87
   2   5   2    9.87
  -2  -1  -4    5.17
  -2  -1   4    5.17
  -2   1  -4    5.17
  -2   1   4    5.17
   2  -1  -4    5.17
   2  -1   4    5.17
   2   1  -4    5.17
   2   1   4    5.17
  -4  -2  -2    4.37
  -4  -2   2    4.37
  -4   2  -2    4.37
  -4   2   2    4.37
   4  -2  -2    4.37
   4  -2   2    4.37
   4   2  -2    4.37
   4   2   2    4.37
  -3  -5   0    0.00
  -3   5   0    0.00
   3  -5   0    0.00
   3   5   0    0.00
  -2  -4  -3    5.07
  -2  -4   3    5.07
  -2   4  -3    5.07
  -2   4   3    5.07
   2  -4  -3    5.07
   2  -4   3    5.07
   2   4  -3    5.07
   2   4   3    5.07
   0  -3  -4    0.00
   0  -3   4    0.00
   0   3  -4    0.00
   0   3   4    0.00
  -3  -5  -1    8.60
  -3  -5   1    8.60
  -3   5  -1    8.60
  -3   5   1    8.60
   3  -5  -1    8.60
   3  -5   1    8.60
   3   5  -1    8.60
   3   5   1    8.60
  -2  -6   0    5.52
  -2   6   0    5.52
   2  -6   0    5.52
   2   6   0    5.52
   0  -5  -3   17.10
   0  -5   3   17.10
   0   5  -3   17.10
   0   5   3   17.10
  -1  -3  -4    7.96
  -1  -3   4    7.96
  -1   3  -4    7.96
  -1   3   4    7.96
   1  -3  -4    7.96
   1  -3   4    7.96
   1   3  -4    7.96
   1   3   4    7.96
  -3  -3  -3    1.35
  -3  -3   3    1.35
  -3   3  -3    1.35
  -3   3   3    1.35
   3  -3  -3    1.35
   3  -3   3    1.35
   3   3  -3    1.35
   3   3   3    1.35
  -2  -2  -4   13.90
  -2  -2   4   13.90
  -2   2  -4   13.90
  -2   2   4   13.90
   2  -2  -4   13.90
   2  -2   4   13.90
   2   2  -4   13.90
   2   2   4   13.90
   0  -6  -2   14.60
   0  -6   2   14.60
   0   6  -2   14.60
   0   6   2   14.60
  -4  -4   0    9.71
  -4   4   0    9.71
   4  -4   0    9.71
   4   4   0    9.71
  -5   0   0    0.00
   5   0   0    0.00
  -1  -5  -3   15.11
  -1  -5   3   15.11
  -1   5  -3   15.11
  -1   5   3   15.11
   1  -5  -3   15.11
   1  -5   3   15.11
   1   5  -3   15.11
   1   5   3   15.11
  -2  -6  -1    3.92
  -2  -6   1    3.92
  -2   6  -1    3.92
  -2   6   1    3.92
   2  -6  -1    3.92
   2  -6   1    3.92
   2   6  -1    3.92
   2   6   1    3.92
  -5  -1   0    0.00
  -5   1   0    0.00
   5  -1   0    0.00
   5   1   0    0.00
  -4  -3  -2   12.03
  -4  -3   2   12.03
  -4   3  -2   12.03
  -4   3   2   12.03
   4  -3  -2   12.03
   4  -3   2   12.03
   4   3  -2   12.03
   4   3   2   12.03
  -1  -6  -2   10.98
  -1  -6   2   10.98
  -1   6  -2   10.98
  -1   6   2   10.98
   1  -6  -2   10.98
   1  -6   2   10.98
   1   6  -2   10.98
   1   6   2   10.98
  -4  -4  -1    8.38
  -4  -4   1    8.38
  -4   4  -1    8.38
  -4   4   1    8.38
   4  -4  -1    8.38
   4  -4   1    8.38
   4   4  -1    8.38
   4   4   1    8.38
  -5   0  -1    2.56
  -5   0   1    2.56
   5   0  -1    2.56
   5   0   1    2.56
  -4   0  -3    1.86
  -4   0   3    1.86
   4   0  -3    1.86
   4   0   3    1.86
  -5  -1  -1    6.92
  -5  -1   1    6.92
  -5   1  -1    6.92
  -5   1   1    6.92
   5  -1  -1    6.92
   5  -1   1    6.92
   5   1  -1    6.92
   5   1   1    6.92
  -4  -1  -3    3.46
  -4  -1   3    3.46
  -4   1  -3    3.46
  -4   1   3    3.46
   4  -1  -3    3.46
   4  -1   3    3.46
   4   1  -3    3.46
   4   1   3    3.46
   0  -4  -4    7.07
   0  -4   4    7.07
   0   4  -4    7.07
   0   4   4    7.07
  -3   0  -4   10.87
  -3   0   4   10.87
   3   0  -4   10.87
   3   0   4   10.87
  -2  -3  -4    5.41
  -2  -3   4    5.41
  -2   3  -4    5.41
  -2   3   4    5.41
   2  -3  -4    5.41
   2  -3   4    5.41
   2   3  -4    5.41
   2   3   4    5.41
  -5  -2   0    0.00
  -5   2   0    0.00
   5  -2   0    0.00
   5   2   0    0.00
   0  -7   0    0.00
   0   7   0    0.00
  -3  -5  -2    5.62
  -3  -5   2    5.62
  -3   5  -2    5.62
  -3   5   2    5.62
   3  -5  -2    5.62
   3  -5   2    5.62
   3   5  -2    5.62
   3   5   2    5.62
  -3  -1  -4    6.95
  -3  -1   4    6.95
  -3   1  -4    6.95
  -3   1   4    6.95
   3  -1  -4    6.95
   3  -1   4    6.95
   3   1  -4    6.95
   3   1   4    6.95
  -1  -4  -4    1.38
  -1  -4   4    1.38
  -1   4  -4    1.38
  -1   4   4    1.38
   1  -4  -4    1.38
   1  -4   4    1.38
   1   4  -4    1.38
   1   4   4    1.38
  -3  -4  -3    2.52
  -3  -4   3    2.52
  -3   4  -3    2.52
  -3   4   3    2.52
   3  -4  -3    2.52
   3  -4   3    2.52
   3   4  -3    2.52
   3   4   3    2.52
  -2  -5  -3    0.19
  -2  -5   3    0.19
  -2   5  -3    0.19
  -2   5   3    0.19
   2  -5  -3    0.19
   2  -5   3    0.19
   2   5  -3    0.19
   2   5   3    0.19
  -5  -2  -1    2.34
  -5  -2   1    2.34
  -5   2  -1    2.34
  -5   2   1    2.34
   5  -2  -1    2.34
   5  -2   1    2.34
   5   2  -1    2.34
   5   2   1    2.34
  -1  -7   0    0.00
  -1   7   0    0.00
   1  -7   0    0.00
   1   7   0    0.00
   0   0  -5    0.00
   0   0   5    0.00
  -4  -2  -3   12.27
  -4  -2   3   12.27
  -4   2  -3   12.27
  -4   2   3   12.27
   4  -2  -3   12.27
   4  -2   3   12.27
   4   2  -3   12.27
   4   2   3   12.27
   0  -7  -1   17.34
   0  -7   1   17.34
   0   7  -1   17.34
   0   7   1   17.34
  -2  -6  -2    2.56
  -2  -6   2    2.56
  -2   6  -2    2.56
  -2   6   2    2.56
   2  -6  -2    2.56
   2  -6   2    2.56
   2   6  -2    2.56
   2   6   2    2.56
   0  -1  -5    2.73
   0  -1   5    2.73
   0   1  -5    2.73
   0   1   5    2.73
  -3  -6   0    0.00
  -3   6   0    0.00
   3  -6   0    0.00
   3   6   0    0.00
  -3  -2  -4    5.01
  -3  -2   4    5.01
  -3   2  -4    5.01
  -3   2   4    5.01
   3  -2  -4    5.01
   3  -2   4    5.01
   3   2  -4    5.01
   3   2   4    5.01
  -1   0  -5   10.06
  -1   0   5   10.06
   1   0  -5   10.06
   1   0   5   10.06
  -4  -4  -2    3.26
  -4  -4   2    3.26
  -4   4  -2    3.26
  -4   4   2    3.26
   4  -4  -2    3.26
   4  -4   2    3.26
   4   4  -2    3.26
   4   4   2    3.26
  -1  -7  -1    4.53
  -1  -7   1    4.53
  -1   7  -1    4.53
  -1   7   1    4.53
   1  -7  -1    4.53
   1  -7   1    4.53
   1   7  -1    4.53
   1   7   1    4.53
  -5   0  -2    6.39
  -5   0   2    6.39
   5   0  -2    6.39
   5   0   2    6.39
  -4  -5   0    8.35
  -4   5   0    8.35
   4  -5   0    8.35
   4   5   0    8.35
  -1  -1  -5    8.75
  -1  -1   5    8.75
  -1   1  -5    8.75
  -1   1   5    8.75
   1  -1  -5    8.75
   1  -1   5    8.75
   1   1  -5    8.75
   1   1   5    8.75
  -5  -3   0    0.00
  -5   3   0    0.00
   5  -3   0    0.00
   5   3   0    0.00
  -5  -1  -2    6.43
  -5  -1   2    6.43
  -5   1  -2    6.43
  -5   1   2    6.43
   5  -1  -2    6.43
   5  -1   2    6.43
   5   1  -2    6.43
   5   1   2    6.43
  -3  -6  -1    6.25
  -3  -6   1    6.25
  -3   6  -1    6.25
  -3   6   1    6.25
   3  -6  -1    6.25
   3  -6   1    6.25
   3   6  -1    6.25
   3   6   1    6.25
   0  -6  -3    0.00
   0  -6   3    0.00
   0   6  -3    0.00
   0   6   3    0.00
   0  -2  -5    0.00
   0  -2   5    0.00
   0   2  -5    0.00
   0   2   5    0.00
  -4  -5  -1    1.30
  -4  -5   1    1.30
  -4   5  -1    1.30
  -4   5   1    1.30
   4  -5  -1    1.30
   4  -5   1    1.30
   4   5  -1    1.30
   4   5   1    1.30
  -2  -4  -4    6.58
  -2  -4   4    6.58
  -2   4  -4    6.58
  -2   4   4    6.58
   2  -4  -4    6.58
   2  -4   4    6.58
   2   4  -4    6.58
   2   4   4    6.58
  -5  -3  -1    3.86
  -5  -3   1    3.86
  -5   3  -1    3.86
  -5   3   1    3.86
   5  -3  -1    3.86
   5  -3   1    3.86
   5   3  -1    3.86
   5   3   1    3.86
  -4  -3  -3    2.75
  -4  -3   3    2.75
  -4   3  -3    2.75
  -4   3   3    2.75
   4  -3  -3    2.75
   4  -3   3    2.75
   4   3  -3    2.75
   4   3   3    2.75
  -1  -6  -3    3.11
  -1  -6   3    3.11
  -1   6  -3    3.11
  -1   6   3    3.11
   1  -6  -3    3.11
   1  -6   3    3.11
   1   6  -3    3.11
   1   6   3    3.11
  -2  -7   0    0.83
  -2   7   0    0.83
   2  -7   0    0.83
   2   7   0    0.83
  -1  -2  -5    3.44
  -1  -2   5    3.44
  -1   2  -5    3.44
  -1   2   5    3.44
   1  -2  -5    3.44
   1  -2   5    3.44
   1   2  -5    3.44
   1   2   5    3.44
  -5  -2  -2   12.06
  -5  -2   2   12.06
  -5   2  -2   12.06
  -5   2   2   12.06
   5  -2  -2   12.06
   5  -2   2   12.06
   5   2  -2   12.06
   5   2   2   12.06
   0  -7  -2    0.00
   0  -7   2    0.00
   0   7  -2    0.00
   0   7   2    0.00
   0  -5  -4    0.00
   0  -5   4    0.00
   0   5  -4    0.00
   0   5   4    0.00
  -3  -3  -4   14.07
  -3  -3   4   14.07
  -3   3  -4   14.07
  -3   3   4   14.07
   3  -3  -4   14.07
   3  -3   4   14.07
   3   3  -4   14.07
   3   3   4   14.07
  -2   0  -5    0.05
  -2   0   5    0.05
   2   0  -5    0.05
   2   0   5    0.05
  -2  -7  -1    1.28
  -2  -7   1    1.28
  -2   7  -1    1.28
  -2   7   1    1.28
   2  -7  -1    1.28
   2  -7   1    1.28
   2   7  -1    1.28
   2   7   1    1.28
  -1  -7  -2    6.25
  -1  -7   2    6.25
  -1   7  -2    6.25
  -1   7   2    6.25
   1  -7  -2    6.25
   1  -7   2    6.25
   1   7  -2    6.25
   1   7   2    6.25
  -2  -1  -5    5.56
  -2  -1   5    5.56
  -2   1  -5    5.56
  -2   1   5    5.56
   2  -1  -5    5.56
   2  -1   5    5.56
   2   1  -5    5.56
   2   1   5    5.56
  -1  -5  -4    6.71
  -1  -5   4    6.71
  -1   5  -4    6.71
  -1   5   4    6.71
   1  -5  -4    6.71
   1  -5   4    6.71
   1   5  -4    6.71
   1   5   4    6.71
  -3  -5  -3   12.97
  -3  -5   3   12.97
  -3   5  -3   12.97
  -3   5   3   12.97
   3  -5  -3   12.97
   3  -5   3   12.97
   3   5  -3   12.97
   3   5   3   12.97
   0  -3  -5    9.10
   0  -3   5    9.10
   0   3  -5    9.10
   0   3   5    9.10
  -3  -6  -2    4.22
  -3  -6   2    4.22
  -3   6  -2    4.22
  -3   6   2    4.22
   3  -6  -2    4.22
   3  -6   2    4.22
   3   6  -2    4.22
   3   6   2    4.22
  -5  -4   0    0.00
  -5   4   0    0.00
   5  -4   0    0.00
   5   4   0    0.00
  -4   0  -4    2.15
  -4   0   4    2.15
   4   0  -4    2.15
   4   0   4    2.15
  -2  -6  -3    6.23
  -2  -6   3    6.23
  -2   6  -3    6.23
  -2   6   3    6.23
   2  -6  -3    6.23
   2  -6   3    6.23
   2   6  -3    6.23
   2   6   3    6.23
  -1  -3  -5   11.38
  -1  -3   5   11.38
  -1   3  -5   11.38
  -1   3   5   11.38
   1  -3  -5   11.38
   1  -3   5   11.38
   1   3  -5   11.38
   1   3   5   11.38
  -4  -5  -2   14.95
  -4  -5   2   14.95
  -4   5  -2   14.95
  -4   5   2   14.95
   4  -5  -2   14.95
   4  -5   2   14.95
   4   5  -2   14.95
   4   5   2   14.95
  -5  -3  -2    8.22
  -5  -3   2    8.22
  -5   3  -2    8.22
  -5   3   2    8.22
   5  -3  -2    8.22
   5  -3   2    8.22
   5   3  -2    8.22
   5   3   2    8.22
  -2  -2  -5    6.82
  -2  -2   5    6.82
  -2   2  -5    6.82
  -2   2   5    6.82
   2  -2  -5    6.82
   2  -2   5    6.82
   2   2  -5    6.82
   2   2   5    6.82
  -4  -1  -4    6.70
  -4  -1   4    6.70
  -4   1  -4    6.70
  -4   1   4    6.70
   4  -1  -4    6.70
   4  -1   4    6.70
   4   1  -4    6.70
   4   1   4    6.70
  -5  -4  -1    0.22
  -5  -4   1    0.22
  -5   4  -1    0.22
  -5   4   1    0.22
   5  -4  -1    0.22
   5  -4   1    0.22
   5   4  -1    0.22
   5   4   1    0.22
  -4  -4  -3    4.46
  -4  -4   3    4.46
  -4   4  -3    4.46
  -4   4   3    4.46
   4  -4  -3    4.46
   4  -4   3    4.46
   4   4  -3    4.46
   4   4   3    4.46
  -5   0  -3   14.02
  -5   0   3   14.02
   5   0  -3   14.02
   5   0   3   14.02
   0  -8   0    9.54
   0   8   0    9.54
  -5  -1  -3    8.77
  -5  -1   3    8.77
  -5   1  -3    8.77
  -5   1   3    8.77
   5  -1  -3    8.77
   5  -1   3    8.77
   5   1  -3    8.77
   5   1   3    8.77
  -2  -7  -2    6.29
  -2  -7   2    6.29
  -2   7  -2    6.29
  -2   7   2    6.29
   2  -7  -2    6.29
   2  -7   2    6.29
   2   7  -2    6.29
   2   7   2    6.29
  -6   0   0   12.97
   6   0   0   12.97
  -4  -6   0    4.46
  -4   6   0    4.46
   4  -6   0    4.46
   4   6   0    4.46
  -3  -4  -4    2.50
  -3  -4   4    2.50
  -3   4  -4    2.50
  -3   4   4    2.50
