-%-1MAPN  100  101 0.71477E-01 0.71504E-01-0.13878E-15
 2.74787E-01-4.25614E+00 5.64316E-01 6.22178E+00-2.34232E+00-2.75879E+00
 5.33248E+00 4.37685E+00-4.80621E-01      20   3
 1.25637E-02 1.40871E-02 1.56811E-02 1.73097E-02 1.89207E-02 2.04452E-02
 2.17994E-02 2.28916E-02 2.36330E-02 2.39507E-02 2.38013E-02 2.31799E-02
 2.21236E-02 2.07084E-02 1.90394E-02 1.72384E-02 1.54320E-02 1.37421E-02
 1.22822E-02 1.11585E-02 1.04755E-02 1.03456E-02 1.09008E-02 1.23049E-02
 1.47654E-02 1.85383E-02 2.39213E-02 3.12210E-02 4.06843E-02 5.23886E-02
 6.61029E-02 8.11620E-02 9.64116E-02 1.10290E-01 1.21070E-01 1.27227E-01
 1.27815E-01 1.22728E-01 1.12728E-01 9.92435E-02 8.40002E-02 6.86404E-02
 5.44365E-02 4.21675E-02 3.21419E-02 2.43144E-02 1.84281E-02 1.41381E-02
 1.10949E-02 8.98858E-03 7.56522E-03 6.62706E-03 6.02534E-03 5.65098E-03
 5.42539E-03 5.29244E-03 5.21194E-03 5.15479E-03 5.09952E-03 5.03023E-03
 4.93555E-03 4.80824E-03 4.64520E-03 4.44751E-03 4.22035E-03 3.97269E-03
 3.71686E-03 3.46802E-03 3.24375E-03 3.06390E-03 2.95088E-03 2.93040E-03
 3.03265E-03 3.29392E-03 3.75836E-03 4.47978E-03 5.52330E-03 6.96664E-03
 8.90120E-03 1.14326E-02 1.46803E-02 1.87752E-02 2.38520E-02 3.00333E-02
 3.74011E-02 4.59545E-02 5.55586E-02 6.58938E-02 7.64254E-02 8.64142E-02
 9.49837E-02 1.01248E-01 1.04478E-01 1.04262E-01 1.00606E-01 9.39396E-02
 8.50144E-02 7.47491E-02 6.40591E-02 5.37273E-02 1.26489E-02 1.46832E-02
 1.69068E-02 1.92728E-02 2.17049E-02 2.40954E-02 2.63090E-02 2.81931E-02
 2.95960E-02 3.03895E-02 3.04911E-02 2.98804E-02 2.86044E-02 2.67718E-02
 2.45361E-02 2.20740E-02 1.95645E-02 1.71731E-02 1.50439E-02 1.33007E-02
 1.20537E-02 1.14115E-02 1.14945E-02 1.24490E-02 1.44595E-02 1.77540E-02
 2.25973E-02 2.92608E-02 3.79594E-02 4.87504E-02 6.14082E-02 7.53097E-02
 8.93874E-02 1.02204E-01 1.12178E-01 1.17910E-01 1.18537E-01 1.13957E-01
 1.04866E-01 9.25641E-02 7.86293E-02 6.45655E-02 5.15425E-02 4.02806E-02
 3.10696E-02 2.38726E-02 1.84557E-02 1.45008E-02 1.16827E-02 9.71138E-03
 8.34859E-03 7.40896E-03 6.75447E-03 6.28604E-03 5.93497E-03 5.65513E-03
 5.41629E-03 5.19892E-03 4.99034E-03 4.78224E-03 4.56921E-03 4.34812E-03
 4.11797E-03 3.88001E-03 3.63788E-03 3.39769E-03 3.16801E-03 2.95992E-03
 2.78705E-03 2.66600E-03 2.61695E-03 2.66489E-03 2.84116E-03 3.18548E-03
 3.74839E-03 4.59377E-03 5.80175E-03 7.47176E-03 9.72607E-03 1.27136E-02
 1.66131E-02 2.16335E-02 2.80058E-02 3.59613E-02 4.56880E-02 5.72637E-02
 7.05707E-02 8.52082E-02 1.00430E-01 1.15143E-01 1.27999E-01 1.37588E-01
 1.42724E-01 1.42714E-01 1.37549E-01 1.27902E-01 1.14963E-01 1.00160E-01
 8.48812E-02 7.02704E-02 1.38252E-02 1.65121E-02 1.95285E-02 2.28175E-02
 2.62760E-02 2.97490E-02 3.30341E-02 3.58972E-02 3.81007E-02 3.94396E-02
 3.97781E-02 3.90763E-02 3.73992E-02 3.49063E-02 3.18238E-02 2.84089E-02
 2.49151E-02 2.15673E-02 1.85489E-02 1.60032E-02 1.40426E-02 1.27645E-02
 1.22685E-02 1.26723E-02 1.41243E-02 1.68100E-02 2.09450E-02 2.67485E-02
 3.43876E-02 4.38902E-02 5.50376E-02 6.72686E-02 7.96416E-02 9.09023E-02
 9.96766E-02 1.04756E-01 1.05394E-01 1.01503E-01 9.36810E-02 8.30503E-02
 7.09754E-02 5.87619E-02 4.74314E-02 3.76188E-02 2.95855E-02 2.33064E-02
 1.85796E-02 1.51249E-02 1.26520E-02 1.08995E-02 9.65134E-03 8.74019E-03
 8.04336E-03 7.47599E-03 6.98315E-03 6.53218E-03 6.10580E-03 5.69644E-03
 5.30194E-03 4.92263E-03 4.55963E-03 4.21412E-03 3.88720E-03 3.58027E-03
 3.29544E-03 3.03612E-03 2.80743E-03 2.61679E-03 2.47447E-03 2.39441E-03
 2.39537E-03 2.50250E-03 2.74937E-03 3.18059E-03 3.85486E-03 4.84864E-03
 6.26044E-03 8.21622E-03 1.08763E-02 1.44434E-02 1.91713E-02 2.53693E-02
 3.33949E-02 4.36257E-02 5.63982E-02 7.19101E-02 9.00913E-02 1.10464E-01
 1.32025E-01 1.53209E-01 1.71998E-01 1.86209E-01 1.93955E-01 1.94119E-01
 1.86669E-01 1.72672E-01 1.53995E-01 1.32836E-01 1.11260E-01 9.08978E-02
 1.58999E-02 1.94032E-02 2.34129E-02 2.78648E-02 3.26254E-02 3.74810E-02
 4.21411E-02 4.62608E-02 4.94832E-02 5.14958E-02 5.20878E-02 5.11933E-02
 4.89057E-02 4.54601E-02 4.11888E-02 3.64641E-02 3.16439E-02 2.70332E-02
 2.28661E-02 1.93071E-02 1.64664E-02 1.44221E-02 1.32421E-02 1.30043E-02
 1.38105E-02 1.57923E-02 1.91054E-02 2.39067E-02 3.03072E-02 3.83012E-02
 4.76796E-02 5.79548E-02 6.83328E-02 7.77722E-02 8.51419E-02 8.94530E-02
 9.00959E-02 8.70008E-02 8.06563E-02 7.19804E-02 6.20924E-02 5.20684E-02
 4.27568E-02 3.46906E-02 2.80946E-02 2.29525E-02 1.90956E-02 1.62840E-02
 1.42644E-02 1.28062E-02 1.17181E-02 1.08533E-02 1.01081E-02 9.41603E-03
 8.74077E-03 8.06797E-03 7.39781E-03 6.73850E-03 6.10125E-03 5.49696E-03
 4.93435E-03 4.41923E-03 3.95477E-03 3.54219E-03 3.18171E-03 2.87365E-03
 2.61947E-03 2.42278E-03 2.29048E-03 2.23401E-03 2.27092E-03 2.42689E-03
 2.73828E-03 3.25534E-03 4.04606E-03 5.20106E-03 6.83977E-03 9.11871E-03
 1.22427E-02 1.64789E-02 2.21728E-02 2.97585E-02 3.97545E-02 5.27297E-02
 6.92238E-02 8.96150E-02 1.13939E-01 1.41675E-01 1.71536E-01 2.01351E-01
 2.28169E-01 2.48690E-01 2.59994E-01 2.60330E-01 2.49640E-01 2.29583E-01
 2.03036E-01 1.73313E-01 1.43431E-01 1.15647E-01 1.87165E-02 2.32168E-02
 2.84505E-02 3.43510E-02 4.07515E-02 4.73657E-02 5.37891E-02 5.95283E-02
 6.40635E-02 6.69328E-02 6.78212E-02 6.66272E-02 6.34858E-02 5.87404E-02
 5.28731E-02 4.64156E-02 3.98677E-02 3.36400E-02 2.80297E-02 2.32245E-02
 1.93265E-02 1.63840E-02 1.44221E-02 1.34682E-02 1.35678E-02 1.47913E-02
 1.72295E-02 2.09735E-02 2.60773E-02 3.25025E-02 4.00524E-02 4.83165E-02
 5.66527E-02 6.42361E-02 7.01815E-02 7.37210E-02 7.43850E-02 7.21224E-02
 6.73147E-02 6.06769E-02 5.30830E-02 4.53775E-02 3.82312E-02 3.20694E-02
 2.70729E-02 2.32267E-02 2.03873E-02 1.83472E-02 1.68838E-02 1.57916E-02
 1.49011E-02 1.40858E-02 1.32633E-02 1.23906E-02 1.14567E-02 1.04728E-02
 9.46389E-03 8.45976E-03 7.48956E-03 6.57761E-03 5.74164E-03 4.99250E-03
 4.33499E-03 3.76932E-03 3.29282E-03 2.90173E-03 2.59290E-03 2.36542E-03
 2.22221E-03 2.17176E-03 2.23013E-03 2.42341E-03 2.79072E-03 3.38807E-03
 4.29315E-03 5.61148E-03 7.48485E-03 1.01031E-02 1.37206E-02 1.86779E-02
 2.54265E-02 3.45482E-02 4.67556E-02 6.28548E-02 8.36495E-02 1.09777E-01
 1.41468E-01 1.78227E-01 2.18481E-01 2.59301E-01 2.96486E-01 3.25204E-01
 3.41125E-01 3.41650E-01 3.26690E-01 2.98696E-01 2.61925E-01 2.21230E-01
 1.80903E-01 1.43993E-01 2.21294E-02 2.78103E-02 3.45119E-02 4.21719E-02
